"Zone","Date","Region","Prov","nMortal","nGraveInj","nMinorInj","nInvolv","nPedest","nBikes","nMotor","Vel","Escaped","Weather","TrafficInf","WeatherInf","LightInf","VisionInf","Intersect","Surface","DayGroup","HourGroup","AccType"
"Road",2013-09-14,"Girones","Girona",1,0,0,2,1,0,1,"100","No","Good","No","No","Yes","No","InSection","Dry&Clean","Weekend","Night","RunOver"
"Urban",2013-05-09,"Tarragones","Tarragona",0,2,0,2,0,1,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2013-02-14,"VOccidental","Barcelona",0,2,0,4,0,0,4,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2013-05-22,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2013-11-13,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-07-25,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2013-10-15,"BCamp","Tarragona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitObstacle"
"Road",2013-08-30,"Acamp","Tarragona",0,2,7,7,0,0,7,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2013-04-26,"Tarragones","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2013-11-04,"VOccidental","Barcelona",0,2,1,2,0,0,2,"110","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","NARoadExit"
"Road",2013-10-18,"Maresme","Barcelona",0,1,0,2,0,0,2,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2013-03-09,"BLlobregat","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Afternoon","HitObstacle"
"Urban",2013-03-28,"Segria","Lleida",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2013-02-07,"Barcelones","Barcelona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2013-12-12,"PJussa","Lleida",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-10-08,"Tarragones","Tarragona",1,0,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","RunOver"
"Urban",2013-09-30,"Girones","Girona",0,1,1,2,1,0,1,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2013-07-02,"BLlobregat","Barcelona",1,0,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-08-03,"VOriental","Barcelona",1,0,1,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2013-11-07,"Segria","Lleida",0,1,0,2,1,0,1,"70","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2013-11-04,"BLlobregat","Barcelona",0,1,0,3,0,0,3,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-11-24,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","NARoadExit"
"Road",2013-02-19,"Noguera","Lleida",1,0,2,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-04-06,"Segria","Lleida",0,1,0,1,0,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekend","Morning","Rollover"
"Road",2013-07-06,"Tarragones","Tarragona",0,1,0,2,0,0,2,"80","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2013-05-14,"Maresme","Barcelona",0,1,1,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2013-05-15,"VOccidental","Barcelona",0,1,1,2,1,0,1,"100","No","StrongRain","No","Yes","Yes","No","InSection","Dry&Clean","Weekday","Night","RunOver"
"Urban",2013-02-01,"Barcelones","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","Rollover"
"Road",2013-11-28,"PSobira","Lleida",0,1,0,2,1,0,1,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2013-05-05,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2013-03-26,"Barcelones","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2013-09-21,"BLlobregat","Barcelona",0,1,0,1,0,0,1,NA,"NA","Good","No","No","No","NA","InSection","Dry&Clean","Weekend","Afternoon","Rollover"
"Urban",2013-04-30,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2013-11-29,"Barcelones","Barcelona",0,2,0,2,1,0,1,NA,"NA","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2013-08-04,"Osona","Barcelona",0,1,1,1,0,0,1,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitObstacle"
"Urban",2013-06-02,"Barcelones","Barcelona",0,1,1,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Night","RunOver"
"Urban",2013-05-13,"Osona","Barcelona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-10-21,"VOccidental","Barcelona",0,2,0,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2013-01-25,"BCamp","Tarragona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2013-01-16,"Barcelones","Barcelona",0,2,1,3,0,0,3,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2013-09-05,"VOriental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-10-03,"TerraAlta","Tarragona",0,2,3,2,0,0,2,"100","No","StrongRain","No","Yes","No","No","Arriving","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2013-07-05,"BLlobregat","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2013-01-08,"Barcelones","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Urban",2013-04-15,"Selva","Girona",0,1,0,2,0,0,2,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2013-11-06,"BCamp","Tarragona",0,1,0,1,0,0,0,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Road",2013-10-15,"Segria","Lleida",0,2,0,2,0,0,2,"80","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2013-12-03,"VOriental","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-11-17,"Maresme","Barcelona",0,1,2,2,0,0,2,"100","No","StrongRain","No","Yes","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2013-12-24,"Selva","Girona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2013-01-11,"Barcelones","Barcelona",0,1,0,3,0,0,3,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Morning","Rollover"
"Road",2013-05-05,"AEmporda","Girona",0,2,0,2,0,0,2,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2013-11-23,"Selva","Girona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Road",2013-05-14,"Bages","Barcelona",0,1,0,1,0,1,0,"30","No","WeakRain","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","Rollover"
"Road",2013-03-01,"Ribera","Tarragona",0,1,0,1,0,0,1,"100","No","WeakRain","No","Yes","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Road",2013-08-30,"Acamp","Tarragona",0,4,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2013-07-20,"Segria","Lleida",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2013-11-15,"PUrgell","Lleida",0,2,0,2,0,0,2,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2013-12-03,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","Rollover"
"Urban",2013-07-19,"Ugerll","Lleida",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2013-04-20,"Garrigues","Lleida",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","NARoadExit"
"Road",2013-05-11,"Girones","Girona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","Other"
"Urban",2013-11-04,"Maresme","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","Other"
"Road",2013-07-11,"Garraf","Barcelona",0,1,2,2,0,0,2,"60","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2013-09-22,"Acamp","Tarragona",0,1,1,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Road",2013-03-29,"Tarragones","Tarragona",0,1,2,1,0,0,1,"40","No","WeakRain","No","Yes","Yes","No","Inside","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2013-02-06,"BPenedes","Tarragona",0,1,0,2,1,0,1,"40","No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Morning","RunOver"
"Road",2013-07-11,"VOccidental","Barcelona",0,1,0,1,0,0,1,"80","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","Rollover"
"Urban",2013-11-04,"Segria","Lleida",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2013-11-20,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2013-07-11,"VOriental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-07-13,"AEmporda","Girona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","Rollover"
"Road",2013-03-30,"Maresme","Barcelona",0,1,0,2,1,0,0,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2013-07-11,"Bages","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-08-15,"Cerdanya","Girona",0,1,0,3,1,0,2,"90","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2013-02-22,"Barcelones","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","Rollover"
"Urban",2013-05-03,"Barcelones","Barcelona",0,1,0,2,1,0,0,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2013-10-11,"BCamp","Tarragona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","Rollover"
"Road",2013-12-06,"Acamp","Tarragona",0,1,0,2,0,1,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-12-18,"Barcelones","Barcelona",1,0,0,2,0,0,2,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2013-04-05,"Garrotxa","Girona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2013-08-13,"Barcelones","Barcelona",0,1,1,4,3,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2013-10-28,"VOriental","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2013-12-09,"Maresme","Barcelona",0,1,1,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2013-12-10,"BLlobregat","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-03-13,"Tarragones","Tarragona",0,1,0,2,0,0,2,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2013-09-06,"Segria","Lleida",1,1,3,6,4,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2013-08-01,"Anoia","Barcelona",1,0,0,1,0,0,1,"100","No","Good","No","No","No","Yes","InSection","Dry&Clean","Weekday","Afternoon","Rollover"
"Road",2014-07-27,"Solsones","Lleida",0,1,1,2,0,0,2,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2014-11-30,"BLlobregat","Barcelona",0,1,1,2,0,0,2,"80","No","StrongRain","No","Yes","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitObstacle"
"Road",2014-08-05,"Girones","Girona",0,1,0,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitVehicle/s"
"Road",2014-09-06,"Bergueda","Barcelona",0,1,1,2,0,0,2,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2014-11-13,"Barcelones","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2014-08-11,"Selva","Girona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitVehicle/s"
"Road",2014-12-15,"Tarragones","Tarragona",1,1,1,2,0,0,2,"100","No","WeakRain","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2014-08-21,"Selva","Girona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2014-03-15,"VOccidental","Barcelona",0,1,4,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Road",2014-06-24,"Segria","Lleida",0,1,3,2,0,0,2,"100","No","StrongRain","No","No","No","Yes","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2014-05-12,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","Rollover"
"Road",2014-11-12,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","Rollover"
"Road",2014-10-05,"Noguera","Lleida",0,1,0,1,0,0,0,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","Other"
"Road",2014-10-12,"Barcelones","Barcelona",0,1,0,1,0,0,1,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Road",2014-09-21,"VOriental","Barcelona",0,2,0,3,0,0,3,"80","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","Rollover"
"Road",2014-09-21,"Segarra","Lleida",0,1,1,2,0,0,2,"100","No","WeakRain","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2014-05-15,"VOccidental","Barcelona",0,1,0,1,0,1,0,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","Rollover"
"Urban",2014-11-26,"BEbre","Tarragona",1,0,0,3,2,0,1,"100","No","Good","No","No","No","Yes","Arriving","Dry&Clean","Weekday","Morning","RunOver"
"Road",2014-07-25,"Acamp","Tarragona",0,1,1,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Road",2014-05-31,"Tarragones","Tarragona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","Rollover"
"Urban",2014-10-30,"Maresme","Barcelona",0,2,0,3,0,2,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2014-06-13,"Maresme","Barcelona",0,1,0,2,0,0,2,"999","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","Other"
"Urban",2014-11-10,"Barcelones","Barcelona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2014-04-02,"Bages","Barcelona",0,1,1,6,5,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Urban",2014-11-23,"VOriental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2014-05-05,"BLlobregat","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2014-11-03,"AEmporda","Girona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","NARoadExit"
"Road",2014-04-15,"BLlobregat","Barcelona",0,1,0,2,0,0,2,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2014-10-18,"AEmporda","Girona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2014-07-05,"VOccidental","Barcelona",0,2,1,4,2,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","RunOver"
"Road",2014-09-28,"BEmporda","Girona",1,0,0,1,1,0,0,"80","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","RunOver"
"Road",2014-08-09,"VOriental","Barcelona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2014-10-24,"VOccidental","Barcelona",1,1,0,1,0,0,1,"60","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Road",2014-11-07,"Anoia","Barcelona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","NARoadExit"
"Urban",2014-06-20,"Tarragones","Tarragona",0,1,1,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2014-10-26,"Solsones","Lleida",0,1,0,1,0,0,0,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","Other"
"Urban",2014-05-07,"VOriental","Barcelona",1,0,0,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2014-08-21,"Selva","Girona",0,1,0,1,0,0,1,"100","Yes","StrongRain","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2014-12-12,"BLlobregat","Barcelona",0,1,0,2,1,0,0,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2014-08-18,"BLlobregat","Barcelona",1,0,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitVehicle/s"
"Road",2014-10-21,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2014-10-25,"Maresme","Barcelona",0,2,0,2,0,0,2,"999","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2014-09-20,"BEbre","Tarragona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2014-02-26,"Segria","Lleida",0,2,0,3,2,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2014-02-18,"Segria","Lleida",0,1,1,2,1,0,1,"100","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2014-11-09,"Segria","Lleida",0,1,0,3,0,0,3,"100","No","WeakRain","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","Rollover"
"Road",2014-12-23,"BLlobregat","Barcelona",2,1,1,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2014-04-26,"Tarragones","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2014-02-13,"Barcelones","Barcelona",0,1,1,3,1,0,2,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2014-06-14,"BLlobregat","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Night","HitVehicle/s"
